teamname1,teamname2,kill1,kill2,baronkill1,baronkill2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,team_1_win,team_2_win,name_1_country,name_2_country,scheduleid,game_date
GMB,CW,10,19,1,1,19,10,1,4,60436,69948,24,52,5,8,0,1,RU,DK,629,2014-06-28
EDG,VG,22,12,0,0,12,22,0,0,53280,41139,38,20,0,0,2,0,CN,CN,935,2015-01-18
FNC,ALL,17,16,0,0,16,17,0,0,83014,75623,44,35,0,0,1,0,EU,EU,1197,2013-03-17
ALL,GMB,11,6,0,0,6,11,0,0,60100,51300,29,10,0,0,1,0,EU,RU,2096,2013-06-30
CST,TSM,6,18,0,0,18,6,0,0,38603,55636,18,47,0,0,0,1,US,US,1831,2013-06-13
RYL,VG,2,16,0,0,16,2,0,0,38555,60299,4,42,0,0,0,2,CN,CN,1034,2015-04-03
XDG,TSM,17,8,0,0,8,17,0,0,44597,29613,53,21,0,0,1,0,US,US,1879,2013-07-12
XDG,TBD,14,18,0,0,18,14,0,0,84003,77480,38,37,0,0,1,0,US,,1491,2014-06-30
IG,KNG,16,7,0,0,7,16,0,0,85582,72108,27,15,0,0,1,1,CN,CN,983,2015-02-15
CRS,XDG,6,17,0,0,17,6,0,0,48362,58715,14,45,0,0,0,1,US,US,1832,2013-06-13
WE,EP,18,10,1,0,10,18,3,0,62307,42202,43,25,11,-1,2,0,CN,,1716,2014-04-12
INV,SKP,13,23,0,0,23,13,0,0,58271,68266,27,45,0,0,0,1,EU,EU,1583,2014-06-28
FNC,CW,25,10,1,0,10,25,3,1,62061,42383,51,16,10,1,1,0,EU,DK,655,2014-07-18
GMB,NIP,12,13,0,0,13,10,0,0,64708,47684,35,24,0,0,1,0,RU,EU,1163,2013-02-18
GMB,FNC,4,12,0,0,12,4,0,0,33000,47400,7,29,0,0,0,1,RU,EU,2061,2013-06-15
P1,TDK,18,0,1,0,0,18,3,1,54769,38949,39,0,11,0,1,0,US,US,1983,2015-06-14
SK,Dragonborns,18,5,0,0,5,18,0,0,50731,36847,43,5,0,0,1,0,EU,EU,1198,2013-03-17
C9,CLG,18,11,0,0,11,18,0,0,53933,42219,40,24,0,0,1,0,US,US,1880,2013-07-12
Velocity Esports,DIG,7,15,0,0,15,7,0,0,41468,56369,17,39,0,0,0,1,US,US,1881,2013-07-12
WE,LGD,7,22,1,1,22,7,2,3,48218,69375,9,54,2,10,0,2,CN,CN,1784,2014-08-10
MS,SK,13,10,0,0,10,13,0,0,61300,56700,31,32,0,0,1,0,EU,EU,2062,2013-06-15
FNC,SK,15,7,0,0,7,15,0,0,64990,50523,30,20,0,0,1,0,EU,EU,1199,2013-03-17
ROC,FNC,4,10,0,1,10,4,0,4,53743,71994,5,27,4,10,0,1,EU,EU,630,2014-07-01
SK,FNC,25,19,0,0,19,24,0,0,107600,92700,56,40,0,0,1,0,EU,EU,2097,2013-07-01
ALL,GIA,13,0,0,0,0,13,0,0,62250,43573,39,0,0,0,1,0,EU,EU,1164,2013-02-18
ROC,SK,21,7,1,0,7,21,2,3,79869,68875,42,9,9,3,1,0,EU,EU,646,2014-07-11
SK,Dragonborns,3,13,0,0,13,3,0,0,57382,71201,9,25,0,0,0,1,EU,EU,1165,2013-02-18
Dragonborns,Against All Authority,16,9,0,0,14,10,0,0,54417,29033,24,18,0,0,0,1,EU,EU,1200,2013-03-17
GMB,NIP,14,22,0,0,22,14,0,0,72800,78600,32,63,0,0,0,1,RU,EU,2098,2013-07-01
PTS,CSG,11,21,0,0,21,11,0,0,67063,83006,25,54,0,0,0,1,EU,EU,1534,2014-03-01
GIA,NIP,15,9,0,0,10,11,0,0,72701,48050,38,17,0,0,1,0,EU,EU,1166,2013-02-18
CST,CRS,13,4,0,0,4,13,0,0,61482,39342,29,12,0,0,1,0,US,US,1882,2013-07-12
ALL,Team ALTERNATE,2,21,0,0,21,2,0,0,48500,68400,3,47,0,0,0,1,EU,PL,2099,2013-07-01
WE,M3,9,19,0,1,19,9,1,2,41583,55329,18,40,9,2,0,2,CN,CN,1002,2015-03-07
TSM,Velocity Esports,12,6,0,0,6,12,0,0,45237,36903,37,15,0,0,1,0,US,US,1883,2013-07-12
DIG,C9,8,13,0,0,13,8,0,0,39108,48702,17,18,0,0,0,1,US,US,1833,2013-06-13
OMG,IG,22,7,0,0,7,22,0,0,61040,47492,47,12,0,0,1,1,CN,CN,1766,2014-07-20
MS,Lemondogs,14,5,0,0,5,14,0,0,75700,51600,41,12,0,0,1,0,EU,,2100,2013-07-01
SK,GMB,15,3,1,0,3,15,4,0,56850,40147,33,2,10,4,1,0,EU,RU,631,2014-07-02
GIA,SK,4,15,0,0,15,4,0,0,25212,37245,9,34,0,0,0,1,EU,EU,1233,2013-04-08
CLG,Velocity Esports,6,17,0,0,17,6,0,0,45533,62723,10,44,0,0,0,1,US,US,1834,2013-06-13
C9,XDG,22,22,0,0,22,22,0,0,83856,87811,56,49,0,0,1,0,US,US,1884,2013-07-12
TSM,C9,10,17,0,0,17,10,0,0,56380,62665,23,50,0,0,0,1,US,US,1835,2013-06-13
MYM,FNC,2,14,0,1,14,2,0,3,37950,58245,3,19,1,10,0,1,PL,EU,647,2014-07-11
SK,MIL,22,22,0,2,22,22,4,3,83396,84463,54,56,6,8,0,1,EU,EU,656,2014-07-18
WE,RYL,17,3,0,0,3,17,0,0,74673,53060,37,10,0,0,1,1,CN,CN,1744,2014-06-27
EDG,LGD,24,15,2,0,15,24,2,2,66718,51457,63,21,7,5,1,1,CN,CN,1786,2014-08-15
GMB,ALL,3,13,0,1,13,3,0,5,56817,79860,3,30,1,9,0,1,RU,EU,657,2014-07-18
NIP,FNC,17,23,0,0,19,18,0,0,58849,84986,38,47,0,0,0,1,EU,EU,1201,2013-03-18
FNC,MS,19,14,0,0,14,19,0,0,59700,48800,59,30,0,0,1,0,EU,EU,2101,2013-07-07
OMG,SS,34,14,0,0,15,35,0,0,71109,50244,86,30,0,0,1,1,CN,CN,948,2015-01-30
CST,XDG,17,7,0,0,7,17,0,0,53501,35042,37,19,0,0,1,0,US,US,1836,2013-06-13
Team Summon,Fidelis,28,9,0,0,10,28,0,0,60942,44323,73,22,0,0,2,0,US,US,1822,2013-05-11
WE,EDG,15,27,1,2,27,15,2,5,92644,103402,35,75,9,9,0,2,CN,CN,1700,2014-03-23
CRS,CLG,18,19,0,0,19,18,0,0,61977,62179,42,45,0,0,1,0,US,US,1885,2013-07-13
GMB,FNC,7,10,0,2,10,7,0,4,48916,67306,15,20,0,10,0,1,RU,EU,658,2014-07-19
ALL,Against All Authority,28,10,0,0,14,14,0,0,67826,31588,78,21,0,0,1,0,EU,EU,1202,2013-03-17
CST,T8,3,18,0,0,18,3,0,0,43711,64767,4,35,0,0,0,2,US,US,2288,2014-08-23
CRS,Velocity Esports,24,12,0,0,12,24,0,0,57560,43531,49,30,0,0,1,0,US,US,1837,2013-06-14
JAG,MKZ,26,3,0,0,3,26,0,0,0,0,75,7,0,0,2,0,KR,KR,1655,2014-06-28
CLG,DIG,37,32,0,0,32,37,0,0,113986,104782,108,97,0,0,1,0,US,US,1838,2013-06-14
DIG,CST,15,6,0,0,6,15,0,0,55382,40665,33,12,0,0,1,0,US,US,1886,2013-07-13
NIP,FNC,4,19,0,0,17,4,0,0,24585,45934,9,50,0,0,0,1,EU,EU,1167,2013-02-24
SK,GIA,18,5,0,0,5,18,0,0,56075,39016,38,10,0,0,1,0,EU,EU,1203,2013-03-23
OMG,LGD,22,7,1,0,7,22,3,0,52987,36979,40,19,6,3,2,0,CN,CN,1722,2014-04-19
CW,ROC,6,16,0,1,16,6,1,5,69784,89407,16,35,4,10,0,1,DK,EU,632,2014-07-02
NIP,RG,9,0,0,0,0,9,0,0,62619,39311,16,0,0,0,2,0,EU,GB,2325,2014-04-11
C9,CRS,17,16,0,0,16,17,0,0,53490,48692,47,28,0,0,1,0,US,US,1839,2013-06-14
DIG,TSM,16,2,0,0,2,16,0,0,47861,37235,32,4,0,0,1,0,US,US,1840,2013-06-14
MIL,ROC,5,18,0,3,18,5,2,3,65349,87265,13,44,3,10,0,1,EU,EU,616,2014-06-22
TFS,SBC,5,12,0,0,12,5,0,0,47263,63454,7,26,0,0,0,1,EU,EU,1537,2014-02-28
C9,Velocity Esports,17,5,0,0,5,17,0,0,58788,38586,35,14,0,0,1,0,US,US,1887,2013-07-13
GMB,FNC,7,13,0,1,13,7,2,4,58975,76135,20,36,3,11,0,1,RU,EU,617,2014-06-22
NIP,Lemondogs,14,17,0,0,17,14,0,0,67600,79900,40,38,0,0,0,1,EU,,2063,2013-06-15
TSM,CLG,9,21,0,0,21,9,0,0,53521,58625,30,59,0,0,0,1,US,US,1888,2013-07-13
XDG,Velocity Esports,20,7,0,0,7,20,0,0,43874,40223,41,13,0,0,1,0,US,US,1841,2013-06-14
Velocity Esports,DIG,12,32,0,0,32,12,0,0,67530,80231,30,72,0,0,0,1,US,US,1843,2013-06-15
GMB,Team ALTERNATE,13,3,0,0,3,13,0,0,43600,25200,31,8,0,0,1,0,RU,PL,2102,2013-07-07
LGS,FW,4,25,0,1,25,4,2,2,38627,55905,9,60,2,10,0,2,TW,TW,4589,2015-05-22
GMB,Dragonborns,21,11,0,0,12,22,0,0,79973,64524,45,22,0,0,1,0,RU,EU,1235,2013-04-14
XDG,CST,17,9,0,0,9,17,0,0,65346,47321,48,22,0,0,1,0,US,US,1889,2013-07-13
GMB,FNC,17,28,0,0,28,17,0,0,49014,65305,32,52,0,0,0,1,RU,EU,1205,2013-03-24
ROC,GMB,10,7,2,0,7,10,0,7,82964,77969,22,13,11,5,1,0,EU,RU,618,2014-06-23
CW,SK,18,8,1,0,8,18,3,0,58177,44348,40,15,8,2,1,0,DK,EU,659,2014-07-19
PD,TBS,13,5,0,0,5,13,0,0,56915,42340,38,15,0,0,1,0,EU,EU,1586,2014-06-28
SSB,IM1,20,8,0,0,8,20,0,0,0,0,53,12,0,0,2,0,KR,KR,1635,2014-06-18
C9,CST,10,6,0,0,6,10,0,0,49699,41858,31,8,0,0,1,0,US,US,1844,2013-06-15
VG,EP,25,8,0,0,8,25,0,0,69241,47323,53,19,0,0,2,0,CN,,984,2015-02-27
DIG,CRS,5,19,0,0,19,5,0,0,48237,60179,6,45,0,0,0,1,US,US,1890,2013-07-13
RG,NF,13,6,0,0,6,13,0,0,55042,40521,29,13,0,0,1,0,GB,EU,1540,2014-02-28
ALL,FNC,17,9,0,0,9,17,0,0,56991,43652,38,33,0,0,1,0,EU,EU,1236,2013-04-14
NIP,Dragonborns,17,11,0,0,8,19,0,0,49825,42894,43,34,0,0,1,0,EU,EU,1206,2013-03-24
ALL,Lemondogs,4,13,0,0,13,4,0,0,38600,51600,8,30,0,0,0,1,EU,,2103,2013-07-07
TSM,XDG,13,4,0,0,4,13,0,0,49595,36045,35,9,0,0,1,0,US,US,1845,2013-06-15
SK,MYM,18,3,1,0,3,18,4,0,65151,43559,47,9,11,3,1,0,EU,PL,619,2014-06-23
MIL,ROC,17,5,1,0,5,17,3,2,67177,50941,35,11,9,2,1,0,EU,EU,660,2014-07-19
CLG,CRS,22,19,0,0,19,22,0,0,80443,77276,59,58,0,0,1,0,US,US,1846,2013-06-15
GMB,ALL,2,15,0,0,15,2,0,0,43500,53600,4,46,0,0,0,1,RU,EU,2066,2013-06-16
MYM,ALL,1,14,0,2,14,1,3,2,60786,78433,4,43,5,11,0,1,PL,EU,661,2014-07-19
KTA,MKZ,21,6,0,0,6,21,0,0,0,0,48,10,0,0,2,0,KR,KR,1657,2014-07-091
C9,TSM,20,4,0,0,4,20,0,0,49790,28564,46,10,0,0,1,0,US,US,1891,2013-07-19
G2d,SGC,20,,0,,14,,0,,78783,,53,,0,,1,0,,EU,1543,2014-03-01
DIG,CST,22,19,0,0,19,22,0,0,74312,66989,54,41,0,0,0,1,US,US,1847,2013-06-15
CW,GMB,10,4,1,1,4,10,4,0,58756,44922,22,12,11,3,1,0,DK,RU,649,2014-07-11
GMB,SK,16,8,0,0,8,16,0,0,46943,33051,30,18,0,0,1,0,RU,EU,1207,2013-03-24
OMG,WE,19,15,0,0,15,19,0,0,63771,54785,46,35,0,0,2,0,CN,CN,1768,2014-07-25
IG,LGD,33,29,0,0,29,33,0,0,73570,74106,78,69,0,0,0,2,CN,CN,1747,2014-06-29
NIP,GMB,11,15,0,0,15,11,0,0,41000,57000,33,49,0,0,0,1,EU,RU,2069,2013-06-16
SKP,DNE,21,21,0,0,21,21,0,0,66139,74252,49,38,0,0,0,1,EU,EU,1546,2014-03-01
ALL,FNC,16,5,0,0,5,16,0,0,54300,38200,31,9,0,0,1,0,EU,EU,2070,2013-06-16
MIL,FNC,5,18,0,2,18,5,1,4,51026,73565,9,50,1,11,0,1,EU,EU,633,2014-07-02
Positive Energy,IG,20,11,1,0,11,20,2,1,58177,44709,45,15,10,4,1,1,CN,CN,1686,2014-03-08
ALL,GIA,19,5,0,0,5,19,0,0,54854,42345,48,7,0,0,1,0,EU,EU,1208,2013-03-24
ALL,CW,26,25,1,1,25,26,4,2,88588,81954,75,54,10,7,1,0,EU,DK,621,2014-06-23
WE,Young Glory,19,22,0,0,23,19,0,0,55072,67455,28,45,0,0,0,2,CN,CN,1769,2014-07-26
Dragonborns,FNC,14,25,0,0,24,14,0,0,68927,79830,27,62,0,0,0,1,EU,EU,1210,2013-03-24
GMB,MYM,6,16,0,1,16,6,1,3,47158,65964,13,48,1,9,0,1,RU,PL,650,2014-07-12
Positive Energy,WE,4,19,0,1,19,4,1,3,44657,63237,5,44,2,8,0,2,CN,CN,1706,2014-03-30
GIA,ALL,19,11,0,0,11,19,0,0,58735,46485,49,18,0,0,1,0,EU,EU,1239,2013-04-15
CW,FNC,4,24,0,1,24,4,1,2,39649,59050,6,66,2,9,0,1,DK,EU,622,2014-06-27
CJE,SBE,14,2,1,0,2,14,2,1,49464,38273,30,4,7,0,2,0,KR,KR,2377,2015-05-30
KT,NBS,7,22,0,0,22,7,0,0,0,0,20,50,0,0,0,2,KR,KR,1641,2014-06-18
TSM,CRS,11,2,0,0,2,11,0,0,39907,28497,29,3,0,0,1,0,US,US,1849,2013-06-15
NME,ARB,24,6,0,0,6,24,1,1,49505,35275,38,5,10,2,2,0,US,US,2292,2015-01-21
SK,Team ALTERNATE,9,23,0,0,23,9,0,0,44400,60800,27,61,0,0,0,1,EU,PL,2072,2013-06-16
Velocity Esports,C9,9,18,0,0,18,9,0,0,43576,54323,27,48,0,0,0,1,US,US,1850,2013-06-15
XDG,DIG,28,6,0,0,6,28,0,0,56947,34396,46,9,0,0,1,0,US,US,1893,2013-07-19
ALL,Lemondogs,11,23,0,0,23,11,0,0,62200,76200,31,61,0,0,0,1,EU,,2073,2013-06-16
Team ALTERNATE,NIP,16,8,0,0,8,16,0,0,52800,39300,45,19,0,0,1,0,PL,EU,2074,2013-06-16
SK,GMB,17,25,0,0,25,17,0,0,52000,62500,30,75,0,0,0,1,EU,RU,2075,2013-06-17
NIP,ALL,19,15,0,0,14,21,0,0,58347,63446,45,48,0,0,1,0,EU,EU,1212,2013-03-25
ALL,FNC,2,15,0,0,15,2,0,0,39247,54169,4,48,0,0,0,1,EU,EU,1170,2013-02-24
C9,CLG,6,14,0,0,14,6,0,0,62071,70039,14,35,0,0,0,1,US,US,1851,2013-06-21
FNC,Dragonborns,12,4,0,0,4,12,0,0,51120,38212,24,4,0,0,1,0,EU,EU,1240,2013-04-15
MS,FNC,15,9,0,0,9,15,0,0,51200,42500,39,30,0,0,1,0,EU,EU,2076,2013-06-17
TSM,Velocity Esports,34,7,0,0,7,34,0,0,51657,32111,89,20,0,0,1,0,US,US,1852,2013-06-21
FNC,GIA,23,10,0,0,10,23,0,0,58947,47779,51,20,0,0,1,0,EU,EU,1213,2013-03-25
Dragonborns,GIA,20,22,0,0,22,21,0,0,73051,73420,40,57,0,0,0,1,EU,EU,1171,2013-02-25
GMB,Lemondogs,18,9,0,0,9,18,0,0,61800,45100,40,16,0,0,0,1,RU,EU,2077,2013-06-18
XDG,CRS,18,4,0,0,4,18,0,0,59409,41734,50,15,0,0,1,0,US,US,1853,2013-06-21
GIA,Against All Authority,11,1,0,0,2,7,0,0,50655,18216,34,4,0,0,1,0,EU,EU,1241,2013-04-15
CLG,Velocity Esports,6,18,0,0,18,6,0,0,73958,81693,16,57,0,0,0,1,US,US,1894,2013-07-19
Dragonborns,GMB,6,14,0,0,15,7,0,0,36837,50983,17,27,0,0,0,1,EU,RU,1214,2013-03-25
GMB,SK,3,22,0,0,22,3,0,0,46858,66598,3,56,0,0,0,1,RU,EU,1242,2013-04-15
ALL,MYM,20,9,2,0,9,20,1,4,76445,61638,45,12,10,4,1,0,EU,PL,634,2014-07-02
FNC,Against All Authority,19,3,0,0,6,13,0,0,45858,21034,52,13,0,0,1,0,EU,EU,1172,2013-02-25
CST,DIG,10,16,0,0,16,11,0,0,43376,54551,20,28,0,0,0,1,US,US,1854,2013-06-21
RYL,SS,16,33,0,0,33,16,0,0,48429,66851,35,92,0,0,0,2,CN,CN,1049,2015-04-11
KDM,JAF,12,20,0,0,20,12,0,0,0,0,27,50,0,0,1,1,KR,KR,1642,2014-06-21
FNC,NIP,15,23,0,0,23,15,0,0,63700,73000,37,44,0,0,0,1,EU,EU,2078,2013-06-18
CST,TSM,10,14,0,0,14,10,0,0,37714,51352,20,41,0,0,0,1,US,US,1895,2013-07-20
KDM,KT,18,7,1,0,7,18,3,1,72408,53902,47,20,10,1,2,0,KR,KR,868,2015-01-10
Dragonborns,NIP,13,5,0,0,6,10,0,0,55727,35847,44,12,0,0,1,0,EU,EU,1173,2013-02-25
EDG,EP,18,8,0,0,8,18,0,0,61784,45636,55,19,0,0,2,0,CN,,972,2015-02-13
GIA,Against All Authority,9,6,0,0,11,6,0,0,58519,39214,17,16,0,0,0,1,EU,EU,1174,2013-02-25
GIA,GMB,23,15,0,0,15,23,0,0,89583,81211,56,34,0,0,1,0,EU,RU,1215,2013-03-30
C9,CRS,21,13,0,0,13,21,0,0,52326,40192,45,25,0,0,1,0,US,US,1896,2013-07-20
C9,XDG,14,10,0,0,10,14,0,0,67186,59811,38,22,0,0,1,0,US,US,1855,2013-06-22
FNC,NIP,21,23,0,0,28,16,0,0,62245,53615,47,53,0,0,0,1,EU,EU,1175,2013-03-02
Dragonborns,SK,7,19,0,0,19,7,0,0,45458,61338,14,43,0,0,0,1,EU,EU,1244,2013-04-19
GMB,Dragonborns,26,14,0,0,14,26,0,0,65307,47502,71,24,0,0,1,0,RU,EU,1176,2013-03-01
DIG,CLG,25,16,0,0,16,25,0,0,57550,48845,62,39,0,0,1,0,US,US,1897,2013-07-20
SK,Against All Authority,18,2,0,0,4,10,0,0,52345,23713,52,10,0,0,1,0,EU,EU,1177,2013-03-01
GIA,FNC,12,20,0,0,20,12,0,0,58518,75533,33,56,0,0,0,1,EU,EU,1178,2013-03-01
GMB,Against All Authority,20,4,0,0,8,13,0,0,55110,22008,38,10,0,0,1,0,RU,EU,1179,2013-03-03
EDG,LGD,10,13,0,1,13,10,0,3,38551,50423,19,34,5,8,1,1,CN,CN,1677,2014-02-28
FNC,SK,18,21,0,0,21,18,0,0,81240,74106,43,65,0,0,1,0,EU,EU,1246,2013-04-19
Velocity Esports,XDG,20,4,0,0,4,20,0,0,70025,46874,51,12,0,0,1,0,US,US,1898,2013-07-20
SK,ALL,14,3,0,0,3,14,0,0,62200,52400,46,5,0,0,1,0,EU,EU,2080,2013-06-17
WE,KNG,11,18,0,0,18,11,0,0,60639,75811,25,43,0,0,0,2,CN,CN,986,2015-02-27
Positive Energy,RYL,10,20,0,1,20,10,1,4,58069,73498,20,41,1,10,0,2,CN,CN,1709,2014-04-05
H2K,ROC,23,5,1,0,6,23,3,1,63720,47661,47,15,11,2,1,0,EU,EU,2194,2015-05-29
NIP,FNC,4,15,0,0,16,4,0,0,37600,55900,13,30,0,0,0,1,EU,EU,2081,2013-06-22
GMB,NIP,15,13,0,0,15,8,0,0,76775,53595,32,24,0,0,2,0,RU,EU,2173,2013-08-23
ALL,NIP,8,3,0,0,5,5,0,0,52435,37073,25,3,0,0,1,0,EU,EU,1181,2013-03-01
CST,PRO,19,2,0,0,2,19,0,0,60752,40925,47,3,0,0,3,1,US,US,2291,2014-08-24
FNC,Dragonborns,18,16,0,0,16,18,0,0,60621,47645,31,22,0,0,1,0,EU,EU,1182,2013-03-01
Positive Energy,EDG,4,21,0,1,21,4,0,3,36159,55210,6,44,3,6,0,2,CN,CN,1689,2014-03-14
GMB,GIA,18,14,0,0,14,18,0,0,66283,54837,34,22,0,0,1,0,RU,EU,1247,2013-04-20
Velocity Esports,C9,5,19,0,0,19,5,0,0,35704,48840,11,57,0,0,0,1,US,US,1899,2013-07-26
CA,PRO,30,9,0,0,9,30,0,0,74060,52450,68,16,0,0,2,0,US,US,1503,2014-07-28
CST,CA,13,11,0,0,11,13,0,0,81290,75991,37,29,0,0,2,0,US,US,1504,2014-08-03
MSE,AS,26,17,3,1,17,26,4,4,96275,89174,73,54,11,5,1,1,TW,TW,4805,2015-06-11
FNC,ALL,23,9,0,0,9,23,0,0,45816,28207,47,20,0,0,1,0,EU,EU,1248,2013-04-20
Velocity Esports,CST,11,22,0,0,22,11,0,0,57908,72728,18,60,0,0,0,1,US,US,1857,2013-06-22
NIP,Dragonborns,18,7,0,0,5,21,0,0,56451,48336,45,11,0,0,1,0,EU,EU,1249,2013-04-20
ALL,MS,6,19,0,0,19,6,0,0,31800,46400,5,42,0,0,0,1,EU,EU,2082,2013-06-22
Dragonborns,GMB,9,14,0,0,14,9,0,0,34344,49266,13,29,0,0,0,1,EU,RU,1251,2013-04-20
NIP,GIA,19,12,0,0,9,23,0,0,54235,52253,35,15,0,0,1,0,EU,EU,1252,2013-04-20
OG,H2K,20,6,1,0,6,20,3,0,50253,35984,43,9,10,2,1,0,EU,EU,2195,2015-05-30
ALL,GMB,23,8,0,0,8,23,0,0,76022,62227,53,21,0,0,1,0,EU,RU,1253,2013-04-21
FNC,NIP,7,18,0,0,22,6,0,0,64813,60226,13,44,0,0,0,1,EU,EU,1254,2013-04-21
MSE,LGS,23,4,2,0,4,23,4,0,68344,47632,68,7,9,3,1,1,TW,TW,4584,2015-05-20
Dragonborns,FNC,14,34,0,0,34,14,0,0,39534,58380,28,71,0,0,0,1,EU,EU,1255,2013-04-21
NBS,JAF,11,6,0,0,6,11,0,0,0,0,26,17,0,0,2,0,KR,KR,1646,2014-07-11
DIG,TSM,15,17,0,0,17,15,0,0,55551,69212,40,42,0,0,0,1,US,US,1900,2013-07-26
NIP,SK,16,14,0,0,11,17,0,0,61239,73149,36,42,0,0,0,1,EU,EU,1217,2013-03-30
GMB,Against All Authority,27,6,0,0,11,16,0,0,63817,28328,66,14,0,0,1,0,RU,EU,1256,2013-04-21
KT,JAG,11,3,1,0,3,11,4,0,65986,47971,27,6,11,1,2,1,KR,KR,890,2015-02-13
SK,Lemondogs,2,14,0,0,14,2,0,0,42800,53800,5,39,0,0,0,1,EU,EU,2084,2013-06-23
SK,GIA,42,22,0,0,22,42,0,0,99281,88247,103,49,0,0,1,0,EU,EU,1257,2013-04-21
Dragonborns,Against All Authority,12,7,0,0,22,9,0,0,69582,49210,29,42,0,0,0,1,EU,EU,1218,2013-03-30
nM,SMW,21,15,0,0,15,21,0,0,87668,89504,56,42,0,0,0,1,EU,EU,1557,2014-05-17
CST,XDG,14,27,0,0,28,14,0,0,60582,81825,24,78,0,0,0,1,US,US,1901,2013-07-26
SSW,CJE,23,3,0,0,3,23,0,0,0,0,50,6,0,0,2,0,KR,KR,1649,2014-06-28
FNC,ALL,25,14,0,0,15,25,0,0,72000,51200,55,30,0,0,1,0,EU,EU,2085,2013-06-21
TSM,DIG,11,31,0,0,31,11,0,0,46737,59004,17,69,0,0,0,1,US,US,1859,2013-06-29
OMG,LGD,23,11,1,0,11,24,2,3,69070,57603,45,20,5,3,2,0,CN,CN,1694,2014-03-16
VG,KNG,14,1,0,0,1,14,0,0,56268,40925,35,1,0,0,1,1,CN,CN,991,2015-02-28
SK,GMB,10,21,0,0,21,10,0,0,40373,54831,21,36,0,0,0,1,EU,RU,1219,2013-03-31
PRO,EFG,22,8,0,0,8,22,0,0,54561,39670,60,11,0,0,1,0,US,US,1462,2014-05-19
Velocity Esports,CRS,23,19,0,0,19,23,0,0,81150,74558,59,57,0,0,1,0,US,US,1860,2013-06-29
CLG,CRS,2,16,0,0,16,2,0,0,52252,63388,4,48,0,0,0,1,US,US,1902,2013-07-26
LGD,SS,16,25,0,0,25,16,0,0,56793,73515,27,53,0,0,1,1,CN,CN,1012,2015-03-14
CLG,XDG,9,8,0,0,8,9,0,0,65697,58317,18,12,0,0,1,0,US,US,1861,2013-06-29
4EZ,TRC,12,6,0,0,6,12,0,0,72996,49061,23,14,0,0,1,0,EU,EU,1580,2014-06-28
Lemondogs,NIP,4,16,0,0,16,4,0,0,45000,55500,6,30,0,0,0,1,EU,EU,2086,2013-06-21
CST,C9,9,24,0,0,24,9,0,0,36005,57350,28,69,0,0,0,1,US,US,1862,2013-06-29
ALL,SK,12,0,0,0,0,12,0,1,38028,30149,30,0,5,3,1,0,EU,EU,635,2014-07-02
NIP,Against All Authority,27,11,0,0,11,18,0,0,50242,25311,52,22,0,0,1,0,EU,EU,1220,2013-03-31
TSM,XDG,18,15,0,0,15,18,0,0,65172,56918,31,36,0,0,1,0,US,US,1903,2013-07-26
GIA,FNC,16,27,0,0,27,16,0,0,57659,74074,22,40,0,0,0,1,EU,EU,1259,2013-04-22
GIA,CW,20,19,0,1,19,20,4,1,65725,59365,56,51,9,3,1,0,EU,DK,2196,2015-05-30
SS,Gamtee,20,21,0,0,21,20,0,0,60030,58392,52,63,0,0,2,0,CN,CN,1037,2015-04-04
Team ALTERNATE,MS,34,18,0,0,18,34,0,0,75100,60900,73,41,0,0,1,0,PL,EU,2087,2013-06-21
XDG,DIG,23,11,0,0,11,23,0,0,60231,47578,69,33,0,0,1,0,US,US,1863,2013-06-30
Dragonborns,GIA,7,16,0,0,16,7,0,0,43219,53616,16,34,0,0,0,1,EU,EU,1221,2013-03-31
C9,CST,16,6,0,0,6,16,0,0,54261,37361,40,8,0,0,1,0,US,US,1904,2013-07-26
CJE,SKS,15,5,0,0,6,10,0,0,0,0,38,11,0,0,1,1,KR,KR,1652,2014-07-12
CLG,C9,10,15,0,0,15,10,0,0,50986,62275,15,37,0,0,0,1,US,US,1864,2013-06-30
SIN,OG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,EU,EU,2341,2015-01-28
CLG,DIG,13,2,0,0,2,13,0,0,49710,36140,31,6,0,0,1,0,US,US,1905,2013-07-27
CRS,Velocity Esports,21,9,0,0,9,21,0,0,62765,47789,70,24,0,0,1,0,US,US,1906,2013-07-27
NIP,GMB,21,14,0,0,13,26,0,0,72572,80122,45,29,0,0,1,0,EU,RU,1260,2013-04-22
GMB,SK,15,10,0,0,10,15,0,0,55700,45900,48,29,0,0,1,0,RU,EU,2088,2013-06-22
CJB,IMiracle,19,13,0,0,13,19,0,0,98041,82702,47,35,0,0,2,0,KR,KR,1620,2014-03-14
NIP,Against All Authority,24,4,0,0,7,16,0,0,43314,20364,41,19,0,0,1,0,EU,EU,1184,2013-03-02
GMB,NIP,23,16,0,0,18,17,0,0,72470,46773,56,28,0,0,0,1,RU,EU,1222,2013-03-31
TTD,T4N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EU,EU,1511,2014-01-16
AHQ,DOR,26,7,0,0,7,26,2,2,64463,48238,58,10,10,1,1,0,TW,TW,1064,2015-01-08
GIA,ALL,15,2,0,0,2,15,0,0,43578,27624,29,1,0,0,1,0,EU,EU,1185,2013-03-04
